"","callPrice","putPrice","BSMcall","BSMput","strike","expiryDate","X","callD","putD","leftside","rightside","parity","PdiffParity"
"2314",358.45,174.2,184.032304239708,1.82993803663072e-14,3075,2021-06-18,4557,174.417695760292,174.2,3269.8704092893,3258.18205987985,11.688349409455,0.00357456044014766
"2315",341.25,181.5,159.694576765982,8.00991204351421e-11,3100,2021-06-18,4558,181.555423234018,181.49999999992,3276.34049391767,3265.48205987985,10.8584340378229,0.00331419584075005
"2316",324.45,189,135.356849391191,9.90961754021262e-08,3125,2021-06-18,4559,189.093150608809,188.999999900904,3283.21057854604,3272.98205987985,10.2285186661907,0.00311540134922455
"2317",307.9,196.7,111.019157653425,3.58351362519977e-05,3150,2021-06-18,4560,196.880842346575,196.699964164864,3290.33066317441,3280.68205987985,9.64860329455951,0.00293241144500986
"2318",291.6,204.75,86.685324876938,0.00393053245544581,3175,2021-06-18,4561,204.914675123062,204.746069467545,3297.70074780278,3288.73205987985,8.96868792292753,0.00271967913671465
"2319",275.55,213.1,62.4807035561889,0.137036685512916,3200,2021-06-18,4562,213.069296443811,212.962963314487,3305.32083243115,3297.08205987985,8.23877255129628,0.00249257877494345
"2320",259.9,221.7,39.642763606596,1.63682420972663,3225,2021-06-18,4563,220.257236393404,220.063175790273,3313.34091705951,3305.68205987985,7.65885717966466,0.00231152102104291
"2321",244.55,230.7,21.4534735148764,7.78526159181297,3250,2021-06-18,4564,223.096526485124,222.914738408187,3321.66100168788,3314.68205987985,6.97894180803314,0.00210103975224649
"2322",229.55,240,9.07732334205048,19.7468388927932,3275,2021-06-18,4565,220.47267665795,220.253161107207,3330.33108631625,3323.98205987985,6.34902643640135,0.00190642499854996
"2323",214.85,249.75,2.2409720513252,37.2482150758751,3300,2021-06-18,4566,212.609027948675,212.501784924125,3339.30117094462,3333.73205987985,5.56911106476946,0.00166774746561541
"2324",200.65,259.9,0.24484602344036,59.5898165217968,3325,2021-06-18,4567,200.40515397656,200.310183478203,3348.77125557299,3343.88205987985,4.88919569313748,0.00145999691230057
"2325",187.05,270.45,0.0104975890951924,83.6931955612581,3350,2021-06-18,4568,187.039502410905,186.756804438742,3358.84134020136,3354.43205987985,4.40928032150578,0.00131273849369778
"2326",173.65,281.5,0.000171119214691269,108.020596565183,3375,2021-06-18,4569,173.649828880785,173.479403434817,3369.11142482972,3365.48205987985,3.62936494987434,0.00107724693316065
"2327",160.8,292.95,1.06198476592618e-06,132.35815398176,3400,2021-06-18,4570,160.799998938015,160.59184601824,3379.93150945809,3376.93205987985,2.99944957824255,0.000887429100219682
"2328",148.5,304.9,2.54199702305256e-09,156.695880396124,3425,2021-06-18,4571,148.499999997458,148.204119603876,3391.30159408646,3388.88205987985,2.41953420661093,0.000713452973580989
"2329",136.6,317.25,2.38729517847333e-12,181.033607867391,3450,2021-06-18,4572,136.599999999998,136.216392132609,3403.07167871483,3401.23205987985,1.83961883497932,0.000540575988006827
"2330",125.2,330.4,8.96161620410364e-16,205.371335341194,3475,2021-06-18,4573,125.2,125.028664658805,3415.3417633432,3414.38205987985,0.959703463347523,0.000280997782900676
"2331",114.4,344.45,1.37045643898548e-19,229.709062815001,3500,2021-06-18,4574,114.4,114.740937184999,3428.21184797157,3428.43205987985,-0.220211908283545,-6.4235210088852e-05
